trade_date,wind_code,open,high,low,close,volume,amt
2015-12-01,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-02,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-03,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-04,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-07,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-08,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-09,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-10,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-11,01138.HK,3.86,3.86,3.86,3.86,0.0,0.0
2015-12-14,01138.HK,3.48,4.3,3.48,4.18,159492389.0,911919826.0
2015-12-15,01138.HK,4.09,4.24,3.98,4.07,40239231.0,232521371.0
2015-12-16,01138.HK,4.05,4.19,4.05,4.15,23139198.0,135929202.0
2015-12-17,01138.HK,4.08,4.21,4.02,4.02,10800600.0,62973918.0
2015-12-18,01138.HK,4.01,4.08,3.97,4.03,12645105.0,72536273.0
2015-12-21,01138.HK,4.01,4.01,3.86,3.86,18631448.0,103284276.0
2015-12-22,01138.HK,3.89,3.9,3.83,3.85,6678144.0,36613070.0
2015-12-23,01138.HK,3.85,4.01,3.81,3.83,8924104.0,49079550.0
2015-12-24,01138.HK,3.87,3.88,3.67,3.73,10560000.0,56310640.0
2015-12-28,01138.HK,3.73,3.77,3.64,3.71,9966300.0,52551035.0
2015-12-29,01138.HK,3.71,3.74,3.6,3.65,8385760.0,43451668.0
2015-12-30,01138.HK,3.67,3.71,3.5,3.62,11872000.0,60300624.0
2015-12-31,01138.HK,3.58,3.65,3.58,3.62,3565893.0,18295790.0
2016-01-04,01138.HK,3.6,3.65,3.2,3.29,24688556.0,116710015.0
2016-01-05,01138.HK,3.29,3.4,3.29,3.34,9342000.0,44520018.0
2016-01-06,01138.HK,3.37,3.41,3.28,3.38,6606000.0,31352732.0
2016-01-07,01138.HK,3.35,3.4,3.24,3.36,16302554.0,77415645.0
2016-01-08,01138.HK,3.37,3.44,3.29,3.29,6658000.0,31628038.0
2016-01-11,01138.HK,3.17,3.35,2.96,3.27,9478554.0,43381170.0
2016-01-12,01138.HK,3.27,3.35,3.23,3.27,8860000.0,41541520.0
2016-01-13,01138.HK,3.31,3.43,3.31,3.39,13819890.0,66590616.0
2016-01-14,01138.HK,3.32,3.65,3.27,3.59,16272538.0,80490649.0
2016-01-15,01138.HK,3.6,3.6,3.41,3.43,12712000.0,62654224.0
2016-01-18,01138.HK,3.29,3.52,3.27,3.45,11754000.0,57442720.0
2016-01-19,01138.HK,3.47,3.77,3.46,3.73,13939398.0,72275885.0
2016-01-20,01138.HK,3.58,3.65,3.55,3.61,15328869.0,78535356.0
2016-01-21,01138.HK,3.62,3.62,3.4,3.41,12165907.0,60940627.0
2016-01-22,01138.HK,3.52,3.69,3.51,3.62,12406728.0,62754269.0
2016-01-25,01138.HK,3.72,3.72,3.53,3.58,10080000.0,51428380.0
2016-01-26,01138.HK,3.52,3.53,3.41,3.43,7262123.0,35638472.0
2016-01-27,01138.HK,3.45,3.5,3.35,3.37,7706000.0,37157710.0
2016-01-28,01138.HK,3.37,3.4,3.23,3.3,8330000.0,39149920.0
2016-01-29,01138.HK,3.32,3.43,3.26,3.41,8632096.0,41188706.0
2016-02-01,01138.HK,3.44,3.46,3.27,3.29,11526000.0,54093140.0
2016-02-02,01138.HK,3.26,3.38,3.25,3.3,3963924.0,18661419.0
2016-02-03,01138.HK,3.24,3.24,3.11,3.15,10688515.0,47917636.0
2016-02-04,01138.HK,3.15,3.35,3.15,3.34,10052000.0,47318342.0
2016-02-05,01138.HK,3.36,3.39,3.31,3.34,4802000.0,22749560.0
2016-02-11,01138.HK,3.17,3.22,3.01,3.04,13988000.0,61680900.0
2016-02-12,01138.HK,2.96,3.08,2.93,3.01,10138000.0,43330000.0
2016-02-15,01138.HK,3.04,3.1,3.03,3.1,5362076.0,23446889.0
2016-02-16,01138.HK,3.13,3.29,3.1,3.26,20222722.0,92407413.0
2016-02-17,01138.HK,3.26,3.33,3.26,3.29,8148713.0,38053513.0
2016-02-18,01138.HK,3.36,3.43,3.32,3.36,7958000.0,38138570.0
2016-02-19,01138.HK,3.35,3.5,3.35,3.42,6028000.0,29421120.0
2016-02-22,01138.HK,3.48,3.52,3.44,3.49,4697178.0,23243385.0
2016-02-23,01138.HK,3.48,3.52,3.39,3.43,4790000.0,23392060.0
2016-02-24,01138.HK,3.43,3.48,3.35,3.38,2008000.0,9697720.0
2016-02-25,01138.HK,3.34,3.38,3.27,3.29,4776602.0,22493741.0
2016-02-26,01138.HK,3.34,3.35,3.26,3.29,4172004.0,19508048.0
2016-02-29,01138.HK,3.25,3.31,3.17,3.23,3223500.0,14832115.0
2016-03-01,01138.HK,3.25,3.34,3.24,3.31,4339000.0,20318756.0
2016-03-02,01138.HK,3.36,3.53,3.32,3.5,16681000.0,82413660.0
2016-03-03,01138.HK,3.49,3.54,3.41,3.43,7452000.0,36592824.0
2016-03-04,01138.HK,3.45,3.62,3.42,3.6,8827000.0,44163590.0
2016-03-07,01138.HK,3.59,3.64,3.5,3.52,6200000.0,31517178.0
2016-03-08,01138.HK,3.49,3.53,3.42,3.46,6821880.0,33690652.0
2016-03-09,01138.HK,3.46,3.46,3.34,3.36,4578000.0,21906930.0
2016-03-10,01138.HK,3.35,3.44,3.32,3.39,13440795.0,64293832.0
2016-03-11,01138.HK,3.38,3.46,3.37,3.46,3901235.0,18965049.0
2016-03-14,01138.HK,3.49,3.55,3.45,3.48,4474046.0,22253419.0
2016-03-15,01138.HK,3.46,3.48,3.38,3.42,1472000.0,7155360.0
2016-03-16,01138.HK,3.46,3.46,3.34,3.36,2275740.0,10875310.0
2016-03-17,01138.HK,3.42,3.46,3.41,3.45,2624000.0,12798550.0
2016-03-18,01138.HK,3.45,3.53,3.43,3.44,3268000.0,16149980.0
2016-03-21,01138.HK,3.44,3.52,3.44,3.49,4008100.0,19890241.0
2016-03-22,01138.HK,3.48,3.55,3.47,3.5,1696000.0,8445410.0
2016-03-23,01138.HK,3.48,3.55,3.47,3.48,2994000.0,14954510.0
2016-03-24,01138.HK,3.43,3.46,3.27,3.31,8294000.0,39341280.0
2016-03-29,01138.HK,3.34,3.35,3.26,3.34,4082000.0,19155550.0
2016-03-30,01138.HK,3.36,3.53,3.36,3.48,5892000.0,29067520.0
2016-03-31,01138.HK,3.48,3.62,3.48,3.61,9592226.0,48742556.0
2016-04-01,01138.HK,3.6,3.64,3.53,3.55,6956000.0,35523820.0
2016-04-05,01138.HK,3.56,3.72,3.52,3.71,10233033.0,53256404.0
2016-04-06,01138.HK,3.71,3.71,3.65,3.67,3649379.0,18987658.0
